seed,condition,zorp_acc,zorp_nll,zorp_brier,zorp_entropy,within_acc,cross_acc,mira_acc,accepted_examples,accept_rate,first_pass_rate,unchecked_pseudo_error,adapter_norm,adapt_wall_seconds
91001,no_update,0.17857142857142858,1.6634619235992432,0.9075690286788836,1.2082245349884033,0.08333333333333333,0.25,0.25,0,,,,23.813243411522155,0.0070192813873291016
91001,replay,0.17857142857142858,3.411020278930664,1.5403750036778738,0.2454133778810501,0.08333333333333333,0.25,0.25,8,,,,23.886807394808713,4.582743883132935
91001,unchecked_hard,0.17857142857142858,1.6528844833374023,0.8548874376630213,1.3274904489517212,0.08333333333333333,0.25,0.25,8,,,1.0,23.807360208937517,6.1935906410217285
91001,validated_dream,0.25,2.4943883419036865,1.009534843270544,0.9257928133010864,0.4166666666666667,0.125,0.25,4,0.5,0.25,,23.891414312209314,3.4059019088745117
91001,validated_hard,0.25,1.4878616333007812,0.8029867906672145,1.1859647035598755,0.4166666666666667,0.125,0.25,5,0.625,0.25,,23.843732320234402,4.8985981941223145
91001,validated_hard_anchor,0.17857142857142858,1.4396562576293945,0.7931286484886914,1.3110712766647339,0.08333333333333333,0.25,0.25,5,0.625,0.125,,23.79702203657282,4.8298094272613525
91001,validated_uniform,0.17857142857142858,2.8505043983459473,1.154546962861777,0.7552818655967712,0.08333333333333333,0.25,0.25,3,0.375,0.25,,23.89884777790932,2.6822428703308105
