seed,experiment,treatment,control,diff
24326,E7_observation_x_thought,0.24528301886792453,0.06611570247933884,0.17916731638858568
24326,E8_dream_recombination,1.0,0.0,1.0
24326,E9_lora_validated_internalization,0.9800000190734863,0.8140000104904175,0.16600000858306885
24326,E10_validated_vs_unvalidated,0.8757143020629883,0.6057142615318298,0.27000004053115845
24326,E11_verified_sharpening,0.9800000190734863,0.8687499761581421,0.11125004291534424
24326,E12_anchor_preservation,0.5920000076293945,0.47200000286102295,0.12000000476837158
24379,E1_recall_competition,0.366753168537666,0.05110923739050079,0.3156439311471652
24379,E2_associative_chain,0.6454545454545455,0.02727272727272727,0.6181818181818183
24379,E3_endogenous_transfer,0.2833333333333333,0.0,0.2833333333333333
24379,E4_goal_directed,0.20555555555555555,0.1,0.10555555555555554
24379,E5_recursive_strengthening,0.9947598711120673,0.12495833226363602,0.8698015388484313
24379,E6_clone_divergence,0.03715897189835295,0.0,0.03715897189835295
24379,E7_observation_x_thought,0.23529411764705882,0.034482758620689655,0.20081135902636915
24379,E8_dream_recombination,1.0,0.0,1.0
24379,E9_lora_validated_internalization,0.9599999785423279,0.6940000057220459,0.265999972820282
24379,E10_validated_vs_unvalidated,0.949999988079071,0.7257142663002014,0.22428572177886963
24379,E11_verified_sharpening,0.9837499856948853,0.7862499952316284,0.19749999046325684
24379,E12_anchor_preservation,0.9079999923706055,0.8679999709129333,0.04000002145767212
24432,E1_recall_competition,0.396824687173349,0.06772939440014136,0.32909529277320765
24432,E2_associative_chain,0.6545454545454545,0.022727272727272728,0.6318181818181818
24432,E3_endogenous_transfer,0.26666666666666666,0.0,0.26666666666666666
24432,E4_goal_directed,0.26666666666666666,0.07222222222222222,0.19444444444444445
24432,E5_recursive_strengthening,0.9946667890655148,0.12303565645849267,0.8716311326070221
24432,E6_clone_divergence,0.03816537271775891,0.0,0.03816537271775891
24432,E7_observation_x_thought,0.3314917127071823,0.027149321266968326,0.30434239144021397
24432,E8_dream_recombination,1.0,0.0,1.0
24432,E9_lora_validated_internalization,0.9580000042915344,0.6959999799728394,0.26200002431869507
24432,E10_validated_vs_unvalidated,0.9142857193946838,0.5871428847312927,0.3271428346633911
24432,E11_verified_sharpening,0.987500011920929,0.7787500023841858,0.20875000953674316
24432,E12_anchor_preservation,0.9559999704360962,0.9279999732971191,0.02799999713897705
24485,E1_recall_competition,0.40109062426612285,0.052095871212220944,0.34899475305390193
24485,E2_associative_chain,0.5863636363636363,0.03636363636363636,0.5499999999999999
24485,E3_endogenous_transfer,0.35,0.0,0.35
24485,E4_goal_directed,0.25555555555555554,0.07222222222222222,0.18333333333333332
24485,E5_recursive_strengthening,0.9946625730647967,0.12294996323545306,0.8717126098293436
24485,E6_clone_divergence,0.03574827700068074,0.0,0.03574827700068074
24485,E7_observation_x_thought,0.18974358974358974,0.11483253588516747,0.07491105385842227
24485,E8_dream_recombination,1.0,0.0,1.0
24485,E9_lora_validated_internalization,0.9819999933242798,0.8259999752044678,0.156000018119812
24485,E10_validated_vs_unvalidated,0.9399999976158142,0.6128571629524231,0.3271428346633911
24485,E11_verified_sharpening,0.9912499785423279,0.8450000286102295,0.1462499499320984
24485,E12_anchor_preservation,0.843999981880188,0.7940000295639038,0.04999995231628418
24538,E1_recall_competition,0.31314103918722336,0.06804647378314076,0.2450945654040826
24538,E2_associative_chain,0.6,0.02727272727272727,0.5727272727272728
24538,E3_endogenous_transfer,0.18333333333333332,0.0,0.18333333333333332
24538,E4_goal_directed,0.2222222222222222,0.08333333333333333,0.1388888888888889
24538,E5_recursive_strengthening,0.9947460503731099,0.12466908811088628,0.8700769622622236
24538,E6_clone_divergence,0.037853498286641675,0.0,0.037853498286641675
24538,E7_observation_x_thought,0.15714285714285714,0.06550218340611354,0.0916406737367436
24538,E8_dream_recombination,1.0,0.0,1.0
24538,E9_lora_validated_internalization,0.9819999933242798,0.8199999928474426,0.16200000047683716
24538,E10_validated_vs_unvalidated,0.9557142853736877,0.795714259147644,0.1600000262260437
24538,E11_verified_sharpening,0.9750000238418579,0.6825000047683716,0.29250001907348633
24538,E12_anchor_preservation,0.9779999852180481,0.9700000286102295,0.007999956607818604
24591,E1_recall_competition,0.33122872970120726,0.06006867484572722,0.27116005485548006
